263.145336,234.347426,333.634083,283.749019,203.282439,304.691248,206.574921,269.853104,261.817108,254.881398,242.930124,264.895746,326.068860,400.503377,460.750604,734.870078,1077.034849,1355.453761,1702.830602,1963.784163,2094.044679,2618.923340,3515.282937,4004.339969,4271.834409,4650.079268,4076.113523,3037.956839,2786.800699,2190.838878,1770.527114,1588.023406,1144.901501,851.989823,713.101447,605.711856,433.115710,362.274623,277.426725,324.106349,260.144405,245.142189,217.116958,273.638997,263.480431,216.954705,210.265565,197.504408,246.964574,261.715324,252.164440,241.717774,235.746373,285.155095,229.108688,241.673005,260.270465,194.202087,201.482684,188.346530,247.752322
229.630184,270.101370,295.459196,242.038562,259.072022,249.630682,211.489668,260.964933,248.167385,240.417509,241.607075,275.835768,293.736813,325.197690,517.387888,796.565449,1245.499368,1454.314874,1717.757105,2161.702648,2225.680644,3030.466929,3800.217542,3917.003116,4261.418336,4397.556368,3812.633439,2901.615876,2598.671605,2054.310627,1704.871584,1443.152894,1178.317782,786.998018,635.147177,472.925145,384.038885,232.843201,253.906115,239.434498,222.391915,248.493116,299.812839,190.499320,289.821213,213.961111,258.453749,270.062154,212.092359,202.923746,152.047374,259.780154,225.109972,274.060211,259.342861,249.478088,257.573480,259.192398,206.584316,226.683923,250.797152
226.770094,234.105630,230.981907,274.243447,181.853175,170.087558,237.779616,259.869446,215.982761,225.653738,280.740201,336.965270,405.349462,560.898920,759.015680,1210.163386,1543.346183,1732.658490,1925.460721,2239.654595,2781.868445,3923.596062,4195.204716,4231.033592,4332.547047,3791.392911,2880.851717,2274.699794,1995.928854,1815.442313,1396.139611,1212.829380,830.179921,604.271809,547.086270,377.590905,260.734202,285.346899,252.840022,254.189225,295.620369,261.388936,235.963347,294.554800,237.259957,253.014373,198.231887,212.504149,299.403378,207.340475,211.317747,217.973384,254.138982,164.227433,181.915719,258.032899,226.065205,266.412425,275.582515,243.749679,200.301121
202.096510,216.474786,251.936507,206.838930,185.555593,240.722230,312.408071,243.887415,262.706912,258.506228,305.488914,391.076855,503.137490,631.306899,1065.716007,1427.780572,1763.727257,1710.860650,2049.553251,2623.895782,3547.525441,4364.903199,3901.818386,4281.736039,3858.435839,3021.144720,2530.056058,2137.543628,1739.187802,1622.092518,1224.520719,790.816933,635.123012,557.375333,464.086376,355.477780,318.848754,250.809074,216.777277,257.302210,229.855428,189.778981,221.759737,200.998578,292.461412,258.399712,231.797855,233.485474,307.209958,263.991793,285.519622,221.970636,262.511354,177.271214,207.819802,197.577889,315.282572,210.909785,333.069090,269.731529,185.583019
246.639667,262.864570,236.237426,243.721561,237.513015,248.123290,253.721431,249.884949,294.331527,276.994750,349.380312,441.296684,569.346750,936.096911,1222.796119,1513.763018,1775.056538,1941.851920,2433.060665,3209.440266,3864.456836,4250.773446,4326.263619,4154.414862,3666.189834,2780.112623,2402.146990,1952.951673,1708.685037,1520.874959,1082.756625,765.560666,667.230914,445.398480,352.695874,304.566286,307.438750,320.115344,266.595929,214.494046,232.031784,245.967942,333.218243,247.458564,237.090747,259.113068,218.445425,249.892326,295.622619,233.110852,242.926481,225.455094,266.361287,270.476697,193.253648,248.201045,266.299810,286.161919,297.819848,239.091354,253.637320
241.072053,247.565453,302.197756,237.068735,272.293039,261.423293,226.828957,229.702689,276.616821,307.883576,293.586658,303.563700,559.020616,802.173952,1001.162712,1305.695527,1573.477306,1835.332002,2214.571668,2831.853207,3436.243092,4213.694537,4101.864267,4139.364642,4213.587454,3387.203088,2498.055110,2296.390710,1899.495665,1513.681612,1133.356796,931.479657,694.882867,545.256041,445.132283,317.457400,318.237897,320.152887,298.556261,189.928277,252.832075,248.930561,211.261618,232.014023,226.560402,233.492191,195.666615,247.816913,193.212704,198.514249,256.852701,227.267279,221.971845,236.313516,277.332077,245.426969,162.480900,237.419895,201.441591,270.029079,196.100441
201.719944,259.015419,264.358759,252.063050,232.724996,327.535343,277.371781,213.025315,211.515178,251.281186,319.258935,370.339037,464.861881,743.367224,1066.707772,1253.587929,1702.048936,1784.730553,2047.881557,2926.706100,3620.283029,4222.082484,4484.377827,4527.487256,4032.534876,3285.611750,2742.185648,2042.224235,1655.701352,1445.191961,1283.360468,886.435618,785.329833,597.270074,441.118578,335.019297,271.169848,283.437377,267.404109,255.276501,238.221018,268.794194,268.790289,216.989034,225.244055,262.805401,194.398516,221.497048,282.662417,177.582006,286.139947,237.476200,180.974189,211.321996,258.841435,247.595674,269.809894,170.948516,254.268961,195.637563,227.146123
260.713496,195.729522,285.374563,196.033868,296.439839,241.211353,228.294506,279.077379,216.622089,293.999094,296.178316,339.307516,433.929498,572.635713,934.566177,1236.971299,1497.304960,1802.790087,1896.053131,2510.933215,2948.132386,3588.154166,4272.804463,4441.679301,4065.964851,3504.434406,2834.656362,2514.096846,1930.497135,1613.326307,1249.104914,936.618440,764.325939,569.484636,512.316056,341.092926,243.568540,262.525463,301.530458,328.678496,194.192018,221.757348,225.898718,200.881527,226.249716,226.168727,237.795634,207.810222,247.475537,203.081792,214.538146,243.829394,214.358574,222.189376,198.044657,264.669371,216.418898,191.574209,236.583058,175.320208,240.366721
197.484361,237.592946,272.385790,289.784206,293.562176,242.659071,275.238786,183.735294,232.864976,218.409893,248.172934,277.837126,202.655502,414.789950,573.698265,933.274193,1160.285154,1531.604849,1945.785910,1921.445202,2401.196750,3121.021697,3754.422027,4396.323496,4323.833264,4329.669620,3640.729640,2838.547179,2435.000917,2054.922984,1794.751820,1389.516080,962.021790,757.621937,573.877135,487.595030,460.366591,236.608595,281.538429,269.827691,271.755275,261.393071,270.272268,299.085591,247.853479,201.690203,253.736809,198.688899,243.190502,268.031734,253.507604,245.410511,315.298677,279.847742,263.147233,227.842480,269.275924,240.157764,227.045334,309.867039,205.687294
238.142189,232.295394,240.819226,279.697954,249.793854,248.954397,244.206643,189.374518,195.501879,243.959116,234.169069,265.506699,222.421815,310.035260,331.111427,460.721026,620.995290,997.288223,1325.856677,1650.740640,1686.448259,2191.528857,2513.221627,3421.304782,3837.493173,4229.597176,4124.993794,4218.117465,3253.678800,2476.970339,2109.268113,1862.742646,1643.627057,1175.565197,977.649871,791.546633,554.618804,534.819111,444.568468,315.110248,269.272445,243.393548,251.442411,211.836878,235.587196,218.226261,157.268798,232.962094,196.720063,274.183496,190.766626,200.200985,258.566065,299.078264,297.787511,273.261756,285.283550,248.670440,222.118587,268.056451,214.679028
