23000,50.097,50.745,50.973,50.349,49.545,49.755,48.253,48.412,48.92,56.14,55.903
23500,52.25,51.597,52.315,51.24,50.788,50.746,48.546,48.859,50.024,55.023,54.953
24000,53.639,53.899,53.891,52.357,52.299,51.651,51.227,51.502,50.966,54.164,54.083
24500,56.273,56.02,55.52,54.336,54.403,53.917,53.816,54.608,53.247,52.129,52.137
25000,58.181,58.289,56.482,55.703,57.714,57.119,56.513,56.642,55.22,48.008,48.484
25500,59.646,61.652,59.502,59.563,59.968,59.223,58.644,58.543,58.15,45.828,45.931
26000,63.482,63.266,64.552,62.417,63.025,63.587,61.201,61.566,61.151,44.639,44.239
26500,65.808,64.797,63.972,65.934,66.079,66.661,65.014,62.531,64.679,43.285,43.703
27000,67.571,68.249,66.727,67.484,66.581,68.665,66.643,66.296,65.459,42.571,42.574
27500,71.704,70.078,69.099,69.002,68.89,69.479,68.706,67.922,68.272,42.888,42.789
28000,72.563,69.355,70.068,69.72,70.896,70.582,69.126,68.124,68.993,44.03,43.909
28500,71.944,70.221,70.007,71.076,71.64,70.158,68.924,68.095,68.05,44.643,44.684
29000,70.631,71.038,69.797,70.535,71.265,69.954,69,68.417,68.771,45.869,45.984
29500,69.299,69.489,69.384,69.62,70.184,67.823,67.32,66.693,66.387,46.818,46.816
30000,67.09,66.946,67.63,67.72,67.182,65.307,63.605,64.923,65.581,49.707,49.364
30500,64.439,64.436,64.954,64.675,63.074,62.954,60.787,60.687,61.861,51.995,51.664
31000,61.757,60.845,60.577,60.929,59.934,59.884,59.612,59.434,58.73,54.524,54.069
31500,60.619,59.118,59.215,57.749,57.929,57.281,56.852,57.611,56.856,56.134,56.03
32000,56.422,58.532,57.626,55.958,56.129,55.117,54.016,54.795,54.824,57.242,57.243
32500,55.374,56.271,56.296,55.082,54.555,54.392,53.228,52.736,53.269,58.141,58.221
33000,55.134,54.861,54.18,54.32,53.835,53.978,53.349,52.275,52.269,58.267,58.365
33500,52.913,52.597,51.205,53.017,51.291,51.143,52.434,51.373,52.874,58.553,57.126
34000,54.823,53.231,53.04,52.271,53.72,54.266,52.78,51.356,51.812,57.004,57.334
34500,53.605,53.952,53.228,54.557,54.113,54.331,53.686,52.546,52.259,53.755,54.059
35000,58.039,55.718,56.559,56.578,57.419,57.891,56.77,55.315,54.139,52.221,52.473
35500,56.665,59.862,57.16,56.269,56.962,57.853,57.401,59.658,57.483,50.671,50.514
36000,62.599,59.455,62.186,60.706,62.023,61.099,60.322,57.985,58.669,48.296,48.354
36500,62.9,64.051,62.623,63.427,64.659,63.581,61.499,62.34,61.891,46.534,46.367
37000,66.889,66.485,67.115,65.034,64.925,63.659,65.903,63.662,63.939,45.91,45.82
37500,70.424,66.619,68.088,68.4,68.435,68.682,66.78,67.406,65.192,44.245,44.705
38000,72.078,71.984,70.472,70.848,70.752,70.801,71.232,69.944,69.935,44.05,44.076
38500,72.086,72.72,72.637,72.933,72.351,71.835,72.274,70.908,70.946,42.887,42.745
39000,72.717,73.026,74.039,73.47,73.835,73.048,72.409,71.557,71.211,44.409,44.263
39500,74.063,73.376,74.466,73.27,72.923,73.296,72.712,72.743,71.763,45.519,45.577
40000,73.674,73.413,73.084,72.745,72.034,71.119,72.293,73.091,72.642,46.472,46.215
